UF Code;EIC Code;Short Description;Large Description;Maximum Power Capacity MW;Production Type;BRP Code;UP Code
ES-FROC;18W000000000Q0EO;UFROCIO 3;ROLWIND HUELVA 3 SLU;19,0;Solar PV;IGNIS;UPROCI3
ES-HFAS;18W000000000Q0KC;HFASIET;ES-HFASIETORRII;1,0;Hydro non UGH;ASIE;HFASIE
ES-HOCS;18W000000000S56H;ES-HOCS;ES-HOCS;1,0;Competitive suppliers;FORTI;FORTR01
ES-JERE;18W000000000QK4L;ES-JERE;ES-JERE;1,0;Competitive suppliers;EGLE;AXPOR01
ES-KIM;18W000000000S3E7;ES-KIM;ES-KIM;1,0;Competitive suppliers;TGYE;TGYER01
ES-LE48;18W000000000QQPZ;ES-LE48;ES-LE48;1,0;Competitive suppliers;FORTI;FORTR01
ES-LG08;18W000000000QQO0;ES-LG08;ES-LG08;1,0;Competitive suppliers;FORTI;FORTR01
ES-LIN;18W000000000U0G4;ES-LIN;ES-LIN;1,0;Competitive suppliers;TGYE;TGYER01
ES-LINA;18W000000000TYZG;ES-LINA;ES-LINA;1,0;Competitive suppliers;EGLE;AXPOR01
ES-LLEI;18W000000000QJE4;ES-LLEI;ES-LLEI;4.150,0;Market direct consumption;GUIS;GUISR01
ES-MIRA;18W000000000PPO7;MIRANDA;LA MIRANDA;6,2;Solar PV;ADXRE;MIRAN01
ES-MONZ;18W000000000QOP4;ES-MONZ;ES-MONZ;1,0;Competitive suppliers;CENTE;EVMER01
ES-NAT;18W000000000S4G0;ES-NAT;ES-NAT;1,0;Competitive suppliers;GALP;GALPR01
ES-OBML;18W000000000QKYZ;ES-OBML;ES-OBML;1,0;Competitive suppliers;GALP;GALPR01
ES-ORFI;18W000000000QPM7;ES-ORFI;ES-ORFI;1,0;Competitive suppliers;EDPCL;EDPCR01
ES-PAFI;18W000000000QPP1;ES-PAFI;ES-PAFI;1,0;Competitive suppliers;EDPCL;EDPCR01
ES-PLLA;18W000000000Q6JX;PLLANO1;PUERTOLLANO CENTRAL 1;2,2;Solar PV;ADXRE;PLLANO
ES-PRO;18W000000000U0BE;ES-PRO;ES-PRO;1,0;Competitive suppliers;TGYE;TGYER01
ES-RAFI;18W000000000QPN5;ES-RAFI;ES-RAFI;1,0;Competitive suppliers;EDPCL;EDPCR01
ES-REA;18W000000000P1YM;REA;REA;40,7;Wonshore wind;HISPE;EREA
ES-RESI;18W000000000TYWM;ES-RESI;ES-RESI;1,0;Competitive suppliers;EGLE;AXPOR01
ES-RUBI;18W000000000QK3N;ES-RUBI;ES-RUBI;1,0;Competitive suppliers;EGLE;AXPOR01
ES-SABO;18W000000000QOQ2;ES-SABO;ES-SABO;1,0;Competitive suppliers;CENTE;EVMER01
ES-SAFI;18W000000000QPRY;ES-SAFI;ES-SAFI;1,0;Competitive suppliers;EDPCL;EDPCR01
ES-SAI2;18W000000000S4E4;ES-SAI2;ES-SAI2;1,0;Competitive suppliers;GALP;GALPR01
ES-SAI3;18W000000000S4F2;ES-SAI3;ES-SAI3;1,0;Competitive suppliers;GALP;GALPR01
ES-SAI4;18W000000000U6ER;ES-SAI4;ES-SAI4;1,0;Competitive suppliers;GALP;GALPR01
ES-SANC;18W000000000QT6R;ES-SANC;PE ACAMPO SANCHO;19,8;Wonshore wind;HC G;HCGSIHA
ES-SEML;18W000000000QKX0;ES-SEML;ES-SEML;1,0;Competitive suppliers;GALP;GALPR01
ES-SGRM;18W000000000QKW2;ES-SGRM;ES-SGRM;1,0;Competitive suppliers;GALP;GALPR01
ES-SIDE;18W000000000TZIA;ES-SIDE;ES-SIDE;1,0;Competitive suppliers;GNCO;GNCOR01
ES-TJV;18W000000000U0DA;ES-TJV;ES-TJV;1,0;Competitive suppliers;TGYE;TGYER01
ES-TXML;18W000000000QKV4;ES-TXML;ES-TXML;1,0;Competitive suppliers;GALP;GALPR01
ES-UFBR;18W000000000P3YG;PSBRUC;PS HUELVA 2021 BRUC;40,9;Solar PV;IGNIS;BRUC
ES-UNDU;18W000000000Q2K6;UF UNDU;UF UNDU;2,5;Hydro non UGH;GEMSL;ES-HCAB
ESBUC01;18W0000000007NWW;ESBUC01;ESBUC01;0,1;Market direct consumption;ESBUS;ESBUC01
ESC6TG1;18WESC6TG1-12-CL;ESC6TG1;C.T.C.C.ESCOMBRERAS(TURB.GAS1);259,2;Combined Cycle GT;IBGT;ESC6
ESC6TG2;18WESC6TG2-12-CE;ESC6TG2;C.T.C.C.ESCOMBRERAS(TURB.GAS2);265,5;Combined Cycle GT;IBGT;ESC6
ESC6TV;18WESC6TV-123-C5;ESC6TV;C.T.C.C.ESCOMBRERAS(T.VAPOR);290,9;Combined Cycle GT;IBGT;ESC6
ESCALER;18WLAESCALERETAI;ESCALER;P.E. LA ESCALERETA;5,8;Wonshore wind;HC G;HCGSCSA
ESCALN2;18W000000000L2PG;CAL2;ESCAL2;3,6;Solar PV;GESTE;FSCALN2
ESCALNI;18W000000000HTZ5;SCALNIT;SLNATA;4,7;Solar PV;GESTE;FESCALN
ESCALON;18WESCALON-12-EG;ESCALÓN;PARQUE EÓLICO ESCALÓN;30,0;Wonshore wind;IBGES;EHIBGES
ESCAND;18WESCAND-1234-Q;ESCANDELLA;ESCANDELLA COGEN;6,5;Natural Gas Cogeneration;LMER;ESCANDE
ESCANDO;18WESCANDO-123-N;ESCANDO;P.E. PUERTO ESCANDÓN;26,0;Wonshore wind;IGNIS;UPJALON
ESCANOR;18W000000000RD8U;ESCANOR;ESCALONILLA NORTE;4,7;Solar PV;WMARK;FVESCAN
ESCARF;18WESCARF-123-A4;ESCARRA;ESCARRA;6,2;Hydro non UGH;EGED;HEALTOG
ESCASUR;18W000000000REXE;ESCASUR;ESCALONILLA SUR;4,7;Solar PV;WMARK;FVESCAS
ESCCC1;18WESCCC1-123-C5;ESCCC1;ESCCC1;402,6;Combined Cycle GT;CARTA;ESCCC1
ESCCC1X;18W-ESCCC1X-9--Q;ESCCC1X;ESCCC1X;8,0;Aux. Svcs. Consumption;CARTA;ESCCC1X
ESCCC2;18WESCCC2-123-CY;ESCCC2;ESCCC2;401,3;Combined Cycle GT;CARTA;ESCCC2
ESCCC2X;18W-ESCCC2X-2--A;ESCCC2X;ESCCC2X;8,0;Aux. Svcs. Consumption;CARTA;ESCCC2X
ESCCC3;18WESCCC3-123-CQ;ESCCC3;ESCCC3;395,2;Combined Cycle GT;CARTA;ESCCC3
ESCCC3X;18W-ESCCC3X-6--O;ESCCC3X;ESCCC3X;8,0;Aux. Svcs. Consumption;CARTA;ESCCC3X
ESCEPAR;18WESCEPAR-123-5;ESCEPAR;P.E.EL ESCEPAR 1ª FASE;60,8;0;EGED;EGREEN2
ESCUCHA;18WESCUCHA-12-E7;ESCUCHA;ESCUCHA;28,3;Wonshore wind;ECYR;EREGPEM
ESCURRI;18WESCURRI-12-EW;ESCURRI;P. E. ESCURRILLO;49,5;Wonshore wind;IBGES;EDRIBGE
ESDOC01;18W000000000I6QE;ESDOMO;ESDOMO ENERGIA SL;1,0;Competitive suppliers;ESDOM;ESDOC01
ESE;18WESE-123456-EG;ESE;18WESE-123456-EG;1,6;Wonshore wind;EGLE;EFONTA
ESEGC01;18W000000000TENQ;UP_SEGE;UP_SEGE;1,0;Competitive suppliers;SOCIN;ESEGC01
ESERC01;18W-ESERC01-4--G;ESERC01;ESERC01;0,0;Competitive suppliers;ESERO;ESERC01
ESHAC01;18W000000000HAJK;HANWHA;HANWHA ENERGY RETAIL SPAIN SLU;1,0;Competitive suppliers;ESHAN;ESHAC01
ESHIC0F;18W000000000QWD4;ESHIC01;EVERSHINING ENERGY;1,0;Competitive suppliers;ESHIN;ESHIC01
ESJOAN;18WESJOAN-1234-V;ESJOAN;SANT JOAN;6,0;Natural Gas Cogeneration;EBLCO;TESJOAN
ESL1;18WESL1-12345-AC;ESCALES 1;ESCALES 1;12,0;Hydro UGH;ENDG;EBRFEN
ESL2;18WESL2-12345-A2;ESCALES 2;ESCALES 2;11,9;Hydro UGH;ENDG;EBRFEN
ESL3;18WESL3-12345-AT;ESCALES 3;ESCALES 3;11,9;Hydro UGH;ENDG;EBRFEN
ESLA;18WESLA-12345--I;COGEN ESLA;COGEN ESLA;3,8;Natural Gas Cogeneration;LMER;ESLA
ESP1;18WESP1-12345-A5;ESPINOSA;ESPINOSA;7,9;Hydro UGH;GNFG;UFGC
ESPARTA;18WESPARTA-12--B;ESPARTA;ESPARTA;6,0;Wonshore wind;IBGES;EHIBGES
ESPERAN;18WESPERAN-123-K;ESPERAN;P.E. LA ESPERANZA;30,0;Wonshore wind;EGED;EGREEN1
ESPET;18W000000000T60M;ESPET;ESPET;2,0;Solar PV;GNRA;FVGNRA
ESPINA;18WESPINA-1234-C;ESPINA;P.E. ESPINA;18,0;Wonshore wind;GNCO;EGASNE0
ESPINO;18WESPINO-1234-B;ESPINO;P. E. LLANO DEL ESPINO;51,9;Wonshore wind;EGED;EGREEN1
ESPUNAC;18W000000000OGO1;ESPUNAC;ESPUNAC;1,0;Natural Gas Cogeneration;DETIC;COGESPU
ESQUIL;18W000000000U3PE;ESQUILEO;ESQUILEO;46,8;Wonshore wind;RENSP;ESQUI
ESSALLO;18W000000000S3BD;ESSALLO;ESSALLO;1,0;Competitive suppliers;EGLE;AXPOR01
EST1;18WEST1-12345-AZ;S.ESTEBA 1;SAN ESTEBAN 1;63,9;Hydro UGH;IBEG;SIL
EST2;18WEST2-12345-AP;S.ESTEBA 2;SAN ESTEBAN 2;63,8;Hydro UGH;IBEG;SIL
EST21;18WEST21-12345-C;S.EST IIG1;SAN ESTEBAN II G1;185,3;Hydro UGH;IBEG;SIL
EST3;18WEST3-12345-AF;S.ESTEBA 3;SAN ESTEBAN 3;62,7;Hydro UGH;IBEG;SIL
EST4;18WEST4-12345-A5;S.ESTEBA 4;SAN ESTEBAN 4;62,5;Hydro UGH;IBEG;SIL
EST5;18WEST5-12345-AW;S.ESTEBA 5;SAN ESTEBAN 5;0,5;Hydro UGH;IBEG;SIL
EST6;18WEST6-12345-AM;S.ESTEBA 6;SAN ESTEBAN 6;0,2;Hydro UGH;IBEG;SIL
ESTACIO;18W000000000PVOQ;ESTACION;UF SOLAR LA ESTACION;30,0;Solar PV;NEXU;FESTACN
ESTE;18WESTE-123456-H;ESTEVE;ESTEVE;1,9;Natural Gas Cogeneration;LMER;ESTEVE
ESTEC01;18W000000000Q8RB;ELTE COMPR;ELTE COMPRA;1,0;Competitive suppliers;ELTES;ESTEC01
ESTELLE;18WESTELLE-12-DQ;ESTELLE;CARNES ESTELLES;1,5;Natural Gas Cogeneration;ESTEL;TESTEL
ESTGU;18W000000000G1P2;ESTGU;ESTGU;3,0;Wonshore wind;GNRA;EFGNRA
ESVALLS;18W000000000S3CB;ESVALLS;ESVALLS;1,0;Competitive suppliers;EGLE;AXPOR01
ETEVB;18W000000000QK0T;ETEVB;ETEVB;5,5;Solar PV;GNRA;UPETE
ETNEC01;18W000000000K32Q;ETNER;ETER ENERGIA;1,0;Competitive suppliers;ETNER;ETNEC01
ETO1;18WETO1-12345-A4;TORCIDO;EL TORCIDO;0,7;Hydro UGH;BARER;ETO1
ETOQE;18W000000000QXXZ;ETOQE;ETOQE;1,6;Solar PV;GNRA;FVGNRA
ETR1;18WETR1-12345-A8;ESTERRI 1;ESTERRI 1;9,3;Hydro UGH;ENDG;EBRFEN
ETR2;18WETR2-12345-AZ;ESTERRI 2;ESTERRI 2;8,9;Hydro UGH;ENDG;EBRFEN
ETR3;18WETR3-12345-AP;ESTERRI 3;ESTERRI 3;9,2;Hydro UGH;ENDG;EBRFEN
ETRIX;18W000000000TV0L;ETRIX;ETRIX;2,0;Solar PV;GNRA;UPSON4
ETSOC01;18W-ETSOC01-1--F;ETSOC01;ETSOC01;0,1;Competitive suppliers;ETSOL;ETSOC01
EUGENI1;18WEUGENI1-12--B;EUGENI1;SANTA EUGENIA 1;49,1;Hydro non UGH;IGNIS;HXAL1
EUGENI2;18WEUGENI2-123-T;EUGENI2;SANTA EUGENIA 2;49,1;Hydro non UGH;IGNIS;HXAL1
EUGUI;18W000000000NGM9;EUGUI;EUGUI;1,8;Hydro non UGH;CEG;HEUGI
EULALIA;18WEULALIA-12-A3;EULALIA;EULALIA;9,5;Hydro non UGH;IBGES;HFIBGES
EUM1;18WEUM1-12345-AE;EUME 1;EUME 1;26,7;Hydro UGH;ENDG;SBEU
EUM2;18WEUM2-12345-A4;EUME 2;EUME 2;26,7;Hydro UGH;ENDG;SBEU
EUROAT;18W000000000OTL5;EUROAT;EUROAT;7,0;Market direct consumption;WMARK;EUCDR01
EUROATO;18WEUROATO-123-G;EUROATO;EUROATOMIZADOS;9,9;Natural Gas Cogeneration;WMARK;TEUROAT
EUROPAC;18WEUROPAC-123-6;EUROPAC;EUROPAC;34,9;Natural Gas Cogeneration;EGLE;TPYSA
EVERS1;18W000000000S2F8;EVERS1;EVERS1;1,0;Competitive suppliers;ENDCO;ENDER01
EVERS2;18W000000000S2G6;EVERS2;EVERS2;1,0;Competitive suppliers;ENDCO;ENDER01
EVIROCA;18W000000000RSY7;EVIROCA;EVIROCA;1,3;Solar PV;RSPRA;FFRSPRA
EVIVC01;18W0000000001KYO;UP E_VIVA;UP ENERGA VIVA SPAIN;0,5;Competitive suppliers;EVIVA;EVIVC01
EVIVV01;18W000000000R1BN;EVIVV01;EVIVA VENTA;0,1;Solar PV;EVIVA;EVIVV01
EVOPO;18W000000000N08B;EVOPO;EVOPO;1,9;Solar PV;VITEC;FVITEC2
EXISC01;18W000000000U8XK;EXISC01;EXISC01;0,2;Market direct consumption;EXISC;EXISC01
EXPAL;18WEXPAL-12345-W;EXPAL;AERA EXPERIMENTAL PEÑABLANCA;3,0;Wonshore wind;EGED;EGREEN
EXPC01;18W000000000R8U1;EXPC01;EXPC01;0,6;Market direct consumption;EXPOC;EXPC01
EXTGAL;18W000000000TS6I;EXTGAL;EXTGAL;1,0;Competitive suppliers;ENDCO;ENDER01
EXTRA;18W000000000O2XP;EXTRA;UF EXTRAGOL;9,1;Biomass;COGEN;REXTRA
EXTRE3C;18W000000000SN0C;EXTRE3C;UFI COMPRA BATERIA EXTREM3;2,2;Storage buy;EGED;FVHIBRC
EXTRE3F;18W000000000TNXG;EXTRE3F;UFI VENTA FV EXTREM3;19,7;0;EGED;FVHIBRV
EXTRE3G;18W000000000SMZJ;EXTRE3G;UFI VENTA BATERIA;2,1;0;EGED;FVHIBRV
EXTREM1;18W000000000P8E4;EXTREM1;EXTREMADURA I;49,5;Solar PV;EGED;FVGREEN
EXTREM2;18W000000000ONGX;EXTREM2;EXTREMADURA II;49,5;Solar PV;EGED;FVGREEN
EXTTRA;18W000000000TS5K;EXTTRA;EXTTRA;1,0;Competitive suppliers;ENDCO;ENDER01
EXVEDA;18WEXVEDA-1234-G;VEDADILLO;AREA EXPERIMENTAL VEDADILLO;9,0;Wonshore wind;EGED;EGREEN
EXVESTA;18WEXVESTA-123-9;EXVESTA;18WEXVESTA-123-9;3,0;Wonshore wind;EGLE;EPROTO
EYCEC01;18W000000000B4A6;EYCEC01;EYCEC01;0,1;Competitive suppliers;EYCE1;EYCEC01
EYEEXXI;18W-EYEEXXI-3--E;EYEEXXI;END CUR  ( TARIFA, EÓLICA, NO;45,0;Wonshore wind;EEXXI;EYEEXXI
EYEFG;18W-EYEFG7136--N;EYEFG;CERRO ATALAYA;0,2;Wonshore wind;EFG;EYEFG
EYEGLE;18W-EYEGLE-65--0;EYEGLE;EGLE (EÓLICA,TARIFA,NO EXENTO);1,5;Wonshore wind;EGLE;EYEGLE
EYEONUR;18W-EYEONUR-7--T;EYEONUR;E.ON CUR ( TARIFA, EÓLICA, NO;0,0;Wonshore wind;EONUR;EYEONUR
EYGESTE;18W-EYGESTE-2--G;EYGESTE;EYGESTE;0,7;Wonshore wind;GESTE;EYGESTE
EYGNSUR;18W-EYGNSUR-4--R;EYGNSUR;GN SUR SDG ( TARIFA, EÓLICA, N;1,7;Wonshore wind;GNSUR;EYGNSUR
EYHCCUR;18W-EYHCCUR-9--2;EYHCCUR;HC CUR ( TARIFA, EÓLICA, NO EX;0,0;Wonshore wind;HCCUR;EYHCCUR
EYIBCUR;18W-EYIBCUR-7--9;EYIBCUR;IB CUR  ( TARIFA, EÓLICA, NO E;0,7;Wonshore wind;IBCUR;EYIBCUR
EYNEXU;18W-EYNEXU-50--4;EYNEXU;NEXU ( EOLICA, TARIFA, NO EXEN;0,8;Wonshore wind;NEXU;EYNEXU
EYPC01;18W-EYPC01-57--Y;EYPC01;EYPC01;0,0;Competitive suppliers;EPYM;EYPC01
EYPPV1;18W000000000GWNO;EYP PV;EYP PV MENORS 1MW;1,5;Solar PV;EPYM;EYPPV1
EYWMARK;18W-EYWMARK-5--5;ENOREDI;ENOREDI;0,4;Wonshore wind;WMARK;EYWMARK
EZKAC01;18W0000000009IJS;EZKAC01;EZKAC01;1,0;Competitive suppliers;EZKAI;EZKAC01
FADFW;18W000000000QYJN;FADFW;FADFW;8,0;Solar PV;GNRA;FVGNRA
FAENAMA;18W000000000TRQI;FAENAMA;FAENAMA;120,0;Solar PV;ENDG;FAENAMA
FAGINEA;18W000000000IBWO;FAGINEA;UF SOLAR FAGINEA;2,0;Solar PV;NEXU;FAZARA
FAGRIPA;18W000000000NPJP;FAGRIPA;FV AGRIPA;39,8;Solar PV;ECYR;FEGPEM
FAGRSRM;18W000000000UGU2;FYNEXU;FYNEXU;2,5;Solar PV;SOLRC;FAGRSRM
FAGUAV;18W000000000RUBA;AGUASVIVAS;UF SF AGUASVIVAS;41,3;Solar PV;IGNIS;AGUAV
FALADR;18WFALADR-123-EJ;FALADR;FALADR;24,4;Wonshore wind;ECYR;EEGPEM
FALAUDA;18W000000000NPKN;FALAUDA;FV ALAUDADE;39,3;Solar PV;ECYR;FEGPEM
FALBI2;18W000000000U8CP;FALBI2;FUENTEALBILLA2;2,0;Solar PV;SERVC;FFALBI2
FALJARA;18W000000000QFBM;FALJARA;FV ALJARAFE;69,6;Solar PV;ECYR;FEGPE2
FALUF;18W000000000KS3N;FALUF;FALUF;8,0;Solar PV;GNRA;FALAM
FAPICIO;18W000000000KM34;FAPICIO;FV APICIO;40,1;Solar PV;ECYR;FEGPEM
FARASU1;18W000000000MJYH;FARASU1;PSF ARASUR 1;10,0;Solar PV;WMARK;FARASU1
FARASU2;18W000000000MJZF;FARASU2;PSF ARASUR 2;10,0;Solar PV;WMARK;FARASU2
FARDILA;18W000000000KM26;FARDILA;FV ARDILA;41,8;Solar PV;ECYR;FEGPEM
FARELO;18WFARELO-123-ED;FARELO;P. E. FARELO;28,8;Wonshore wind;IGNIS;EGVENTO
FARLAN;18W000000000F620;FARLAN;PE FARLAN;41,4;Wonshore wind;ECYR;EEGPES
FARMA2;18W000000000TVGQ;FARMA2;FARMA2;1,0;Competitive suppliers;SHELL;SESAR01
FARMA8;18W000000000TVFS;FARMA8;FARMA8;1,0;Competitive suppliers;SHELL;SESAR01
FARMHIS;18WFARMHIS-123-1;FARMHIS;FARMINDUSTRIA;3,3;Natural Gas Cogeneration;GNRA;TFARMHI
FARRAP1;18WFARRAP1-12--B;FARRAP1;P.E. FARRAPA 1;20,0;Wonshore wind;ECYR;EEGPEM
FARRAPA;18W000000000R1TO;FARRAPA;FARRAPA II;22,0;Wonshore wind;EGLE;ENORVE
FASTC01;18W000000000SHJT;FASTC01;FASTL COMERCIALIZADORA;500,0;Competitive suppliers;FASTL;FASTC01
FAUGUST;18W000000000H2FF;FV AUGUSTO;FV AUGUSTO;41,9;Solar PV;ECYR;FEGPEM
FBACK;18WFBACK-12345-U;FBACK;FBACK;5,3;Natural Gas Cogeneration;DETIC;COGFBAC
FBALBON;18W000000000QF9Q;FBALBON;FV BALBONA;113,0;Solar PV;ECYR;FBALBON
FBELIN1;18W000000000PKKU;BELINCH1;BELINCHON 1 EW;41,2;Solar PV;IGNIS;BELIN1
FBELIN2;18W000000000PKMQ;BEL2;BELINCH 2 EW FV;41,2;Solar PV;IGNIS;UPBELII
FBELIN3;18W000000000PKOM;BELINC3;BELINCHON 3 FV EW;41,2;Solar PV;IGNIS;UPBEL3
FBESOS;18WFBESOS-123-DL;RE-000673;MIQUEL Y COSTAS  MIQUEL, S.A;4,6;Natural Gas Cogeneration;NEXU;TBESOS
FBETURI;18W000000000KM18;FBETURI;FV BETURIA;41,3;Solar PV;ECYR;FEGPEM
FCALATR;18W000000000NZG1;FCALATR;FV CALATRAVA;41,0;Solar PV;ECYR;FEGPEM
FCAMP1;18W000000000LYXF;CAMPANARI1;UF SF CAMPANARIO 1;41,8;Solar PV;IGNIS;SCAMP1
FCAMP3;18W000000000LYYD;CAMPANARI3;UF SF CAMPANARIO 3;41,8;Solar PV;IGNIS;SCAMP3
FCAMP4;18W000000000N1FV;FCAMP4;UF SF ELAWAN CAMPANARIO 4;41,8;Solar PV;IGNIS;SCAMP4
FCAMP5;18W000000000MUJE;FCAMPA5;UF SF CAMPANARIO 5;41,8;Solar PV;IGNIS;SCAMP5
FCAPARA;18W000000000TGPG;FCAPARA;FCAPARA;250,0;Solar PV;IBGES;FIBGECP
FCAROL4;18W000000000TGA9;CAROLINAS4;FV CAROLINAS 4;3,0;Solar PV;TOTGA;FCAROL4
FCAROLI;18W000000000TG9B;CAROLINAS3;FV CAROLINAS 3;3,0;Solar PV;TOTGA;FCAROLI
FCARTA;18W000000000PZS6;CARTAYA;SF CARTAYA;1,7;Solar PV;IGNIS;SFECAB
FCENTUR;18W000000000Q3FD;FCENTUR;FV CENTURION;116,5;Solar PV;ECYR;UPFCENT
FCINCIN;18W000000000KM50;FCINCIN;FV CINCINATO;41,8;Solar PV;ECYR;FEGPEM
FCONERA;18W000000000QDAU;FALCNERA;FV_FALCNERA;1,9;Solar PV;GESTE;FALCNRA
FCORCHA;18W000000000H2I9;CORCHAS;FV LAS CORCHAS;42,1;Solar PV;ECYR;FEGPEM
FDERR;18W000000000NZQI;DERRAMADOR;UF PE DERRAMADOR;48,5;Wonshore wind;IGNIS;EDERR
FDOBLON;18W000000000KM6Z;FDOBLON;FV EL DOBLON;38,9;Solar PV;ECYR;FEGPEM
FDREUA;18W-FDREUA-21--P;FDREUA;UP RD 413-2014;11,4;Solar PV;DREUA;FDREUA
FDULCIN;18W000000000Q3DH;FDULCIN;FV DULCINEA;80,0;Solar PV;ECYR;FEGPE6
FECC01;18W-FECC01-15--U;FECC01 COM;FLUID ELECTRIC CAMPRODON II, S;2,0;Competitive suppliers;FECII;FECC01
FEDAC04;18W-FEDAC04-1--J;FEDAUP;FEDAUP;107,0;Import Andorra;FEDA;FEDAC04
FEDE;18W000000000QF23;FEDE;UF SOLAR FEDE;20,0;Solar PV;NEXU;FFEDE
FEDTC;18W000000000T05U;FEDTC;FEDTC;5,0;Solar PV;GNRA;UPFED
FEEDC01;18W000000000KFX2;FEEDC;FEED PENINSULA;0,1;Competitive suppliers;FEED;FEEDC01
FEFRO;18W000000000NZOM;FRONTONES;UF PE FRONTONES;48,5;Wonshore wind;IGNIS;EFRON
FEIRACO;18WFEIRACO-12-DE;FEIRACO;FEIRACO;7,3;Natural Gas Cogeneration;EGLE;TFEIRA
FEIXAI;18WFEIXAI-123--E;FEIXAI;18WFEIXAI-123--E;1,5;Hydro non UGH;EGLE;HHIFRE
FEIXAII;18WFEIXAII-12--D;FEIXAII;18WFEIXAII-12--D;9,9;Hydro non UGH;EGLE;HHIFRE
FEIXOS;18WFEIXOS-123-E0;FEIXOS;18WFEIXOS-123-E0;7,9;Wonshore wind;EGLE;EESBGG
FEMCC01;18W-FEMCC01-4--S;MUSEROS;MUSEROS;2,2;Competitive suppliers;FEMCV;FEMCC01
FEMORPC;18W000000000OII7;UFCG2GC;UFCG2GRUPOC;4,2;Natural Gas Cogeneration;REPP;EMORPC2
FENC01;18W-FENC01-86--T;FEN;FEN;4,0;Competitive suppliers;FEN;FENC01
FENCINA;18W000000000O257;FENCINA;FV ENCINA DEL SOL;27,5;Solar PV;ECYR;FEGPEM
FENEC01;18W000000000UFJR;FENERGAS;FENERGAS ENERGIA SL;1,0;Competitive suppliers;FENER;FENEC01
FENPCX1;18W000000000OK00;PPC;PORFOLIOPC;9.999,0;Porfolio;FEN;FENPCX1
FENPVX1;18W000000000OJZ7;PORFOLIOV;PORFOLIOV;9.999,0;Porfolio;FEN;FENPVX1
FENVAT1;18W000000000SV2L;FENVAT1;FV ENVATIOS 1;32,6;Solar PV;ECYR;FEGPE1
FENVAT2;18W000000000SV3J;FENVAT2;FV ENVATIOS 2;32,6;Solar PV;ECYR;FEGPE1
FENVAT3;18W000000000SV4H;FENVAT3;FV ENVATIOS 3;32,6;Solar PV;ECYR;FEGPE1
FERNAND;18WFERNAND-123-Y;FERNAND;18WFERNAND-123-Y;4,5;Hydro non UGH;EGLE;HMICAN
FERREIR;18WFERREIR-123-B;FERREIR;P.E.FERREIRA 2;49,5;Wonshore wind;IBGES;EHIBGES
FERRERI;18WFERRERI-123-2;FERRERI;CH FERRERÍAS;1,9;Hydro non UGH;WMARK;HFWMARK
FERTIB1;18WFERTIB1-123-8;FERTIB1;FERTIBERIA;9,4;Residual energy;EGLE;TFERT1
FERVE2;18W000000000AZWL;FERVE2;FERVENZA 2;6,3;Hydro non UGH;IGNIS;HXAL3
FERVEN;18W0000000009WYU;CH FERVENZ;CH FERVENZAS;0,2;Hydro non UGH;ECYR;HEGPE3
FERVEZA;18WFERVEZA-12-AI;FERVEZA;FERVENZA;3,6;Hydro non UGH;IGNIS;HXAL2
FESC1;18W000000000PK9F;ESC1;ESCUDER1;44,3;Solar PV;IGNIS;UPESC1
FESC2;18W000000000PKBB;ESCUDER 2;ELAWAN ESCUDEROS II;43,3;Solar PV;IGNIS;UPESC2
FESC4;18W000000000PKF3;ESCU4;ESCUDEROS EW 4;44,3;Solar PV;IGNIS;ESCU4
FESC5;18W000000000PKIY;ESCUDER5;FV ELAWAN ESCUDEROS V;33,6;Solar PV;IGNIS;UPESC5
FESCU3;18W000000000PKD7;ESCUD3;FV ELAWAN ESCUDEROS III;44,3;Solar PV;IGNIS;UPESC3
FESPARR;18W000000000NPQB;FESPARR;FV ESPARRAGAL;42,3;Solar PV;ECYR;FESPARR
FESTREL;18W000000000O265;FESTREL;FV ESTRELLA SOLAR;27,5;Solar PV;ECYR;FEGPEM
FFALA;18W000000000NZPK;FALAMO;UF PE FUENTE ALAMO;48,5;Wonshore wind;IGNIS;EFALA
FFERA;18W000000000N78R;FSFERA;UF SF FOTOSFERA;42,3;Solar PV;IGNIS;SFERA
FFGASN;18W000000000HWQE;FYGESTE;FYGESTE;0,5;Solar PV;GNCO;FFGASN
FGEMINA;18W000000000NPLL;FGEMINA;FV GEMINA;39,8;Solar PV;ECYR;FEGPEM
FHINO;18W000000000JFSG;UFHINOJOSA;UF SF HINOJOSA SOLAR;20,0;Solar PV;IGNIS;HINOJ
FIBEREL;18W000000000NZIY;FIBEREL;FV IBERELECTRICA;6,0;Solar PV;ECYR;FEGPEM
FIBRAC;18WFIBRAC-123-DC;FIBRAC;FIBRAC;17,0;Oil products and coal;FIBR;TFIBR
FINSASA;18WFINSASA-12-DJ;FINSASA;FINSA-SANTIAGO;23,9;Oil products and coal;EGLE;TCONOR
FIOUCO;18WFIOUCO-123-EJ;FIOUCO;FIOUCO;24,0;Wonshore wind;HISPE;EALP2
FISLA;18W000000000R6PH;FV LA ISLA;PFV LA ISLA;4,2;Solar PV;TOTGA;SISLA
FJEREZS;18W000000000PHPT;FJEREZS;JEREZ SOLAR;5,5;Solar PV;WMARK;FFWMARK
FKISSO;18W000000000N7AN;KISSORO;UF SF KISSORO;42,3;Solar PV;IGNIS;SKISSO
